id,word
581,yes
582,unknown
583,unknown
584,unknown
585,unknown
586,unknown
587,left
588,right
589,unknown
590,unknown
591,unknown
592,on
593,stop
594,unknown
595,unknown
596,unknown
597,go
598,unknown
599,silence
600,left
601,down
602,right
603,unknown
604,unknown
605,right
606,unknown
607,unknown
608,unknown
609,unknown
610,right
611,up
612,unknown
613,silence
614,unknown
615,unknown
616,unknown
617,off
618,no
619,unknown
620,stop
621,stop
622,unknown
623,unknown
624,stop
625,unknown
626,unknown
627,unknown
628,left
629,left
630,left
631,on
632,no
633,on
634,off
635,unknown
636,unknown
637,unknown
638,unknown
639,unknown
640,on
641,off
642,unknown
643,go
644,silence
645,unknown
646,unknown
647,unknown
648,unknown
649,unknown
650,unknown
651,up
652,down
653,unknown
654,on
655,yes
656,unknown
657,up
658,unknown
659,unknown
660,unknown
661,no
662,no
663,down
664,unknown
665,unknown
666,right
667,right
668,off
669,unknown
670,unknown
671,unknown
672,down
673,right
674,unknown
675,on
676,unknown
677,stop
678,unknown
679,unknown
680,unknown
681,unknown
682,unknown
683,unknown
684,on
685,unknown
686,silence
687,unknown
688,unknown
689,go
690,no
691,stop
692,unknown
693,unknown
694,go
695,unknown
696,unknown
697,unknown
698,silence
699,stop
700,unknown
701,go
702,unknown
703,unknown
704,unknown
705,unknown
706,unknown
707,off
708,unknown
709,unknown
710,unknown
711,unknown
712,unknown
713,right
714,unknown
715,down
716,unknown
717,stop
718,off
719,go
720,unknown
721,unknown
722,unknown
723,unknown
724,unknown
725,unknown
726,unknown
727,off
728,unknown
729,unknown
730,unknown
731,unknown
732,unknown
733,no
734,right
735,unknown
736,unknown
737,yes
738,unknown
739,unknown
740,unknown
741,unknown
742,no
743,unknown
744,no
745,unknown
746,go
747,right
748,stop
749,unknown
750,unknown
751,right
752,unknown
753,unknown
754,unknown
755,unknown
756,unknown
757,no
758,yes
759,go
760,unknown
761,left
762,unknown
763,unknown
764,unknown
765,off
766,on
767,unknown
768,off
769,unknown
770,unknown
771,unknown
772,yes
773,unknown
774,unknown
775,right
776,unknown
777,no
778,unknown
779,down
780,unknown
781,yes
782,yes
783,unknown
784,up
785,down
786,off
787,silence
788,stop
789,down
790,unknown
791,unknown
792,unknown
793,unknown
794,on
795,unknown
796,left
797,unknown
798,unknown
799,yes
800,left
801,down
802,right
803,unknown
804,no
805,silence
806,unknown
807,unknown
808,yes
809,left
810,unknown
811,up
812,unknown
813,unknown
814,unknown
815,unknown
816,unknown
817,unknown
818,off
819,unknown
820,unknown
821,unknown
822,go
823,unknown
824,unknown
825,unknown
826,unknown
827,on
828,no
829,unknown
830,unknown
831,unknown
832,unknown
833,down
834,silence
835,left
836,unknown
837,unknown
838,right
839,unknown
840,unknown
841,unknown
842,unknown
843,unknown
844,unknown
845,unknown
846,on
847,unknown
848,down
849,unknown
850,unknown
851,yes
852,silence
853,unknown
854,unknown
855,unknown
856,right
857,unknown
858,unknown
859,right
860,unknown
861,unknown
862,up
863,stop
864,unknown
865,up
866,unknown
867,no
868,right
869,unknown
870,unknown
871,unknown
872,unknown
873,unknown
874,yes
875,on
876,off
877,off
878,unknown
879,off
880,unknown
881,unknown
882,unknown
883,unknown
884,off
885,down
886,unknown
887,on
888,stop
889,unknown
890,unknown
891,unknown
892,unknown
893,go
894,unknown
895,unknown
896,unknown
897,off
898,unknown
899,unknown
900,up
901,silence
902,unknown
903,unknown
904,left
905,unknown
906,unknown
907,off
908,no
909,right
910,stop
911,unknown
912,unknown
913,unknown
914,unknown
915,up
916,yes
917,down
918,unknown
919,unknown
920,unknown
921,unknown
922,silence
923,stop
924,right
925,off
926,unknown
927,unknown
928,no
929,unknown
930,silence
931,unknown
932,unknown
933,unknown
934,left
935,unknown
936,unknown
937,unknown
938,unknown
939,right
940,no
941,unknown
942,right
943,unknown
944,right
945,unknown
946,go
947,unknown
948,unknown
949,unknown
950,unknown
951,down
952,unknown
953,unknown
954,unknown
955,right
956,up
957,right
958,unknown
959,unknown
960,unknown
961,unknown
962,unknown
963,unknown
964,unknown
965,silence
966,unknown
967,unknown
968,on
969,unknown
970,unknown
971,unknown
972,on
973,unknown
974,unknown
975,unknown
976,unknown
977,up
978,unknown
979,unknown
980,unknown
981,unknown
982,unknown
983,up
984,unknown
985,unknown
986,left
987,silence
988,unknown
989,unknown
990,unknown
991,unknown
992,unknown
993,no
994,on
995,right
996,unknown
997,unknown
998,unknown
999,yes
1000,down
1001,unknown
1002,unknown
1003,unknown
1004,unknown
1005,up
1006,off
1007,unknown
1008,up
1009,on
1010,unknown
1011,unknown
1012,unknown
1013,unknown
1014,up
1015,unknown
1016,unknown
1017,unknown
1018,unknown
1019,unknown
1020,unknown
1021,go
1022,unknown
1023,on
1024,stop
1025,silence
1026,right
1027,left
1028,unknown
1029,unknown
1030,unknown
1031,unknown
1032,unknown
1033,unknown
1034,unknown
1035,left
1036,unknown
1037,unknown
1038,unknown
1039,unknown
1040,yes
1041,left
1042,unknown
1043,yes
1044,unknown
1045,unknown
1046,off
1047,unknown
1048,unknown
1049,unknown
1050,down
1051,unknown
1052,silence
1053,unknown
1054,left
1055,silence
1056,unknown
1057,unknown
1058,silence
1059,up
1060,stop
1061,off
1062,unknown
1063,unknown
1064,unknown
1065,unknown
1066,left
1067,unknown
1068,left
1069,unknown
1070,silence
1071,unknown
1072,left
1073,unknown
1074,unknown
1075,unknown
1076,unknown
1077,unknown
1078,unknown
1079,up
1080,unknown
1081,left
1082,unknown
1083,unknown
1084,unknown
1085,unknown
1086,unknown
1087,unknown
1088,unknown
1089,up
1090,unknown
1091,off
1092,up
1093,on
1094,off
1095,on
1096,silence
1097,unknown
1098,unknown
1099,on
1100,down
1101,unknown
1102,unknown
1103,down
1104,left
1105,stop
1106,unknown
1107,unknown
1108,unknown
1109,right
1110,unknown
1111,unknown
1112,go
1113,unknown
1114,stop
1115,unknown
1116,unknown
1117,no
1118,yes
1119,unknown
1120,unknown
1121,unknown
1122,unknown
1123,unknown
1124,up
1125,on
1126,down
1127,unknown
1128,unknown
1129,unknown
1130,down
1131,unknown
1132,unknown
1133,unknown
1134,unknown
1135,stop
1136,yes
1137,left
1138,off
1139,down
1140,unknown
1141,unknown
1142,unknown
1143,unknown
1144,left
1145,up
1146,unknown
1147,silence
1148,on
1149,unknown
1150,unknown
1151,yes
1152,unknown
1153,off
1154,unknown
1155,unknown
1156,unknown
1157,unknown
1158,right
1159,unknown
1160,go
1161,go
1162,up
1163,silence
1164,silence
1165,unknown
1166,unknown
1167,unknown
1168,go
1169,left
1170,silence
1171,unknown
1172,unknown
1173,unknown
1174,unknown
1175,on
1176,unknown
1177,unknown
1178,right
1179,unknown
1180,on
1181,unknown
1182,unknown
1183,unknown
1184,stop
1185,unknown
1186,unknown
1187,unknown
1188,unknown
1189,unknown
1190,unknown
1191,unknown
1192,unknown
1193,left
1194,unknown
1195,up
1196,unknown
1197,unknown
1198,unknown
1199,unknown
1200,unknown
1201,unknown
1202,off
1203,unknown
1204,unknown
1205,on
1206,unknown
1207,unknown
1208,unknown
1209,off
1210,unknown
1211,unknown
1212,unknown
1213,go
1214,stop
1215,silence
1216,unknown
1217,left
1218,unknown
1219,unknown
1220,unknown
1221,unknown
1222,silence
1223,unknown
1224,unknown
1225,unknown
1226,unknown
1227,unknown
1228,unknown
1229,unknown
1230,unknown
1231,silence
1232,up
1233,unknown
1234,unknown
1235,down
1236,yes
1237,unknown
1238,unknown
1239,unknown
1240,unknown
1241,silence
1242,unknown
1243,unknown
1244,unknown
1245,go
1246,unknown
1247,yes
1248,on
1249,unknown
1250,unknown
1251,unknown
1252,on
1253,off
1254,unknown
1255,unknown
1256,unknown
1257,silence
1258,unknown
1259,off
1260,unknown
1261,down
1262,unknown
1263,unknown
1264,right
1265,unknown
1266,unknown
1267,silence
1268,unknown
1269,unknown
1270,right
1271,unknown
1272,silence
1273,unknown
1274,unknown
1275,unknown
1276,left
1277,stop
1278,on
1279,unknown
1280,on
1281,left
1282,unknown
1283,unknown
1284,on
1285,unknown
1286,unknown
1287,unknown
1288,unknown
1289,no
1290,down
1291,yes
1292,unknown
1293,off
1294,down
1295,on
1296,unknown
1297,unknown
1298,no
1299,right
1300,unknown
1301,unknown
1302,unknown
1303,yes
1304,unknown
1305,silence
1306,down
1307,stop
1308,unknown
1309,no
1310,unknown
1311,unknown
1312,down
1313,unknown
1314,unknown
1315,unknown
1316,unknown
1317,left
1318,unknown
1319,unknown
1320,unknown
1321,go
1322,unknown
1323,unknown
1324,unknown
1325,unknown
1326,on
1327,unknown
1328,unknown
1329,unknown
1330,unknown
1331,unknown
1332,stop
1333,unknown
1334,unknown
1335,right
1336,unknown
1337,stop
1338,no
1339,unknown
1340,unknown
1341,unknown
1342,unknown
1343,up
1344,unknown
1345,up
1346,unknown
1347,unknown
1348,unknown
1349,up
1350,unknown
1351,unknown
1352,unknown
1353,unknown
1354,unknown
1355,unknown
1356,unknown
1357,unknown
1358,unknown
1359,unknown
1360,unknown
1361,unknown
1362,up
1363,no
1364,down
1365,no
1366,unknown
1367,unknown
1368,unknown
1369,unknown
1370,up
1371,left
1372,unknown
1373,unknown
1374,unknown
1375,unknown
1376,left
1377,unknown
1378,unknown
1379,silence
1380,down
1381,unknown
1382,unknown
1383,up
1384,unknown
1385,stop
1386,unknown
1387,go
1388,unknown
1389,unknown
1390,silence
1391,unknown
1392,unknown
1393,unknown
1394,unknown
1395,left
1396,unknown
1397,unknown
1398,no
1399,unknown
1400,unknown
1401,unknown
1402,right
1403,up
1404,unknown
1405,unknown
1406,unknown
1407,go
1408,unknown
1409,yes
1410,unknown
1411,unknown
1412,unknown
1413,unknown
1414,unknown
1415,unknown
1416,up
1417,unknown
1418,unknown
1419,unknown
1420,unknown
1421,unknown
1422,left
1423,unknown
1424,silence
1425,unknown
1426,unknown
1427,unknown
1428,silence
1429,silence
1430,unknown
1431,unknown
1432,unknown
1433,up
1434,unknown
1435,unknown
1436,down
1437,unknown
1438,unknown
1439,unknown
1440,unknown
1441,unknown
1442,unknown
1443,on
1444,unknown
1445,unknown
1446,unknown
1447,off
1448,unknown
1449,unknown
1450,off
1451,unknown
1452,unknown
1453,right
1454,unknown
1455,unknown
1456,unknown
1457,right
1458,unknown
1459,right
1460,unknown
1461,left
1462,unknown
1463,unknown
1464,go
1465,unknown
1466,unknown
1467,unknown
1468,unknown
1469,on
1470,unknown
1471,on
1472,off
1473,right
1474,unknown
1475,unknown
1476,unknown
1477,no
1478,unknown
1479,unknown
1480,unknown
1481,unknown
1482,unknown
1483,unknown
1484,go
1485,right
1486,on
1487,unknown
1488,unknown
1489,left
1490,up
1491,unknown
1492,unknown
1493,unknown
1494,yes
1495,left
1496,unknown
1497,silence
1498,unknown
1499,no
1500,unknown
1501,down
1502,unknown
1503,unknown
1504,unknown
1505,silence
1506,right
1507,up
1508,unknown
1509,silence
1510,unknown
1511,off
1512,unknown
1513,up
1514,unknown
1515,off
1516,unknown
1517,unknown
1518,stop
1519,unknown
1520,unknown
1521,up
1522,unknown
1523,left
1524,off
1525,up
1526,unknown
1527,down
1528,yes
1529,go
1530,unknown
1531,unknown
1532,unknown
1533,unknown
1534,unknown
1535,unknown
1536,unknown
1537,unknown
1538,unknown
1539,unknown
1540,down
1541,off
1542,unknown
1543,unknown
1544,unknown
1545,unknown
1546,unknown
1547,off
1548,silence
1549,unknown
1550,unknown
1551,unknown
1552,unknown
1553,off
1554,off
1555,yes
1556,unknown
1557,unknown
1558,left
1559,unknown
1560,go
1561,unknown
1562,unknown
1563,no
1564,unknown
1565,unknown
1566,go
1567,stop
1568,unknown
1569,unknown
1570,yes
1571,unknown
1572,unknown
1573,silence
1574,unknown
1575,unknown
1576,unknown
1577,no
1578,stop
1579,unknown
1580,unknown
1581,unknown
1582,unknown
1583,unknown
1584,off
1585,right
1586,on
1587,unknown
1588,off
1589,on
1590,unknown
1591,unknown
1592,unknown
1593,yes
1594,off
1595,up
1596,right
1597,unknown
1598,unknown
1599,unknown
1600,unknown
1601,unknown
1602,unknown
1603,unknown
1604,unknown
1605,on
1606,unknown
1607,go
1608,unknown
1609,yes
1610,down
1611,unknown
1612,off
1613,unknown
1614,down
1615,unknown
1616,unknown
1617,unknown
1618,unknown
1619,unknown
1620,unknown
1621,unknown
1622,unknown
1623,unknown
1624,go
1625,unknown
1626,unknown
1627,right
1628,unknown
1629,unknown
1630,unknown
1631,unknown
1632,right
1633,unknown
1634,stop
1635,right
1636,unknown
1637,unknown
1638,unknown
1639,up
1640,stop
1641,off
1642,off
1643,unknown
1644,unknown
1645,unknown
1646,left
1647,unknown
1648,up
1649,unknown
1650,unknown
1651,unknown
1652,up
1653,unknown
1654,right
1655,unknown
1656,unknown
1657,go
1658,off
1659,silence
1660,unknown
1661,unknown
1662,unknown
1663,go
1664,unknown
1665,unknown
1666,silence
1667,unknown
1668,unknown
1669,unknown
1670,unknown
1671,unknown
1672,unknown
1673,up
1674,go
1675,unknown
1676,unknown
1677,unknown
1678,left
1679,yes
1680,unknown
1681,unknown
1682,silence
1683,unknown
1684,unknown
1685,unknown
1686,unknown
1687,unknown
1688,off
1689,unknown
1690,unknown
1691,on
1692,unknown
1693,unknown
1694,unknown
1695,off
1696,left
1697,unknown
1698,unknown
1699,unknown
1700,unknown
1701,silence
1702,up
1703,yes
1704,unknown
1705,stop
1706,unknown
1707,unknown
1708,unknown
1709,unknown
1710,unknown
1711,unknown
1712,unknown
1713,unknown
1714,unknown
1715,up
1716,yes
1717,on
1718,left
1719,unknown
1720,yes
1721,silence
1722,unknown
1723,off
1724,unknown
1725,unknown
1726,unknown
1727,unknown
1728,on
1729,unknown
1730,unknown
1731,unknown
1732,yes
1733,unknown
1734,unknown
1735,no
1736,unknown
1737,on
1738,yes
1739,unknown
1740,unknown
1741,no
1742,yes
1743,up
1744,unknown
1745,up
1746,unknown
1747,no
1748,on
1749,unknown
1750,unknown
1751,unknown
1752,unknown
1753,go
1754,stop
1755,yes
1756,yes
1757,unknown
1758,unknown
1759,on
1760,go
1761,go
1762,silence
1763,yes
1764,silence
1765,unknown
1766,unknown
1767,unknown
1768,unknown
1769,unknown
1770,unknown
1771,unknown
1772,unknown
1773,left
1774,on
1775,unknown
1776,on
1777,silence
1778,unknown
1779,unknown
1780,unknown
1781,unknown
1782,off
1783,left
1784,unknown
1785,unknown
1786,stop
1787,unknown
1788,unknown
1789,unknown
1790,unknown
1791,unknown
1792,unknown
1793,unknown
1794,unknown
1795,silence
1796,unknown
1797,off
1798,silence
1799,unknown
1800,unknown
1801,stop
1802,unknown
1803,off
1804,down
1805,unknown
1806,up
1807,unknown
1808,stop
1809,unknown
1810,unknown
1811,unknown
1812,unknown
1813,unknown
1814,down
1815,left
1816,unknown
1817,unknown
1818,up
1819,unknown
1820,up
1821,unknown
1822,stop
1823,unknown
1824,unknown
1825,unknown
1826,unknown
1827,unknown
1828,unknown
1829,off
1830,silence
1831,unknown
1832,down
1833,unknown
1834,unknown
1835,unknown
1836,up
1837,unknown
1838,off
1839,unknown
1840,unknown
1841,unknown
1842,on
1843,unknown
1844,unknown
1845,unknown
1846,off
1847,unknown
1848,unknown
1849,unknown
1850,unknown
1851,unknown
1852,right
1853,unknown
1854,unknown
1855,unknown
1856,unknown
1857,unknown
1858,off
1859,on
1860,unknown
1861,go
1862,on
1863,up
1864,down
1865,unknown
1866,off
1867,off
1868,unknown
1869,unknown
1870,off
1871,unknown
1872,right
1873,left
1874,unknown
1875,on
1876,unknown
1877,unknown
1878,down
1879,unknown
1880,unknown
1881,unknown
1882,yes
1883,unknown
1884,unknown
1885,unknown
1886,unknown
1887,unknown
1888,unknown
1889,unknown
1890,yes
1891,unknown
1892,unknown
1893,unknown
1894,no
1895,unknown
1896,off
1897,stop
1898,unknown
1899,right
1900,unknown
1901,go
1902,no
1903,unknown
1904,go
1905,up
1906,yes
1907,silence
1908,silence
1909,yes
1910,unknown
1911,unknown
1912,unknown
1913,unknown
1914,on
1915,unknown
1916,unknown
1917,unknown
1918,unknown
1919,down
1920,up
1921,unknown
1922,right
1923,left
1924,unknown
1925,unknown
1926,unknown
1927,unknown
1928,unknown
1929,unknown
1930,unknown
1931,unknown
1932,unknown
1933,yes
1934,unknown
1935,unknown
1936,off
1937,unknown
1938,on
1939,unknown
1940,unknown
1941,right
1942,left
1943,unknown
1944,unknown
1945,unknown
1946,go
1947,unknown
1948,unknown
1949,unknown
1950,left
1951,left
1952,on
1953,unknown
1954,unknown
1955,unknown
1956,unknown
1957,unknown
1958,unknown
1959,unknown
1960,unknown
1961,unknown
1962,up
1963,unknown
1964,unknown
1965,off
1966,unknown
1967,up
1968,unknown
1969,right
1970,left
1971,unknown
1972,unknown
1973,unknown
1974,unknown
1975,unknown
1976,unknown
1977,unknown
1978,unknown
1979,unknown
1980,silence
1981,unknown
1982,unknown
1983,stop
1984,unknown
1985,up
1986,unknown
1987,unknown
1988,up
1989,up
1990,right
1991,yes
1992,unknown
1993,unknown
1994,off
1995,unknown
1996,unknown
1997,unknown
1998,unknown
1999,unknown
2000,unknown
2001,yes
2002,unknown
2003,unknown
2004,unknown
2005,no
2006,up
2007,unknown
2008,unknown
2009,up
2010,unknown
2011,on
2012,unknown
2013,unknown
2014,up
2015,unknown
2016,unknown
2017,unknown
2018,unknown
2019,unknown
2020,unknown
2021,off
2022,unknown
2023,unknown
2024,on
2025,unknown
2026,unknown
2027,unknown
2028,unknown
2029,up
2030,up
2031,down
2032,on
2033,unknown
2034,go
2035,up
2036,unknown
2037,go
2038,unknown
2039,left
2040,no
2041,unknown
2042,unknown
2043,stop
2044,right
2045,up
2046,down
2047,silence
2048,unknown
2049,on
2050,unknown
2051,unknown
2052,unknown
2053,unknown
2054,unknown
2055,no
2056,go
2057,unknown
2058,on
2059,unknown
2060,stop
2061,unknown
2062,stop
2063,unknown
2064,go
2065,right
2066,unknown
2067,no
2068,unknown
2069,unknown
2070,yes
2071,unknown
2072,no
2073,unknown
2074,no
2075,unknown
2076,unknown
2077,unknown
2078,go
2079,unknown
2080,stop
2081,yes
2082,no
2083,silence
2084,up
2085,unknown
2086,unknown
2087,down
2088,left
2089,unknown
2090,up
2091,unknown
2092,unknown
2093,unknown
2094,unknown
2095,unknown
2096,unknown
2097,unknown
2098,unknown
2099,unknown
2100,off
2101,unknown
2102,unknown
2103,unknown
2104,off
2105,unknown
2106,unknown
2107,yes
2108,unknown
2109,unknown
2110,right
2111,unknown
2112,silence
2113,unknown
2114,silence
2115,unknown
2116,unknown
2117,unknown
2118,unknown
2119,unknown
2120,unknown
2121,silence
2122,unknown
2123,unknown
2124,unknown
2125,unknown
2126,unknown
2127,unknown
2128,unknown
2129,unknown
2130,left
2131,unknown
2132,unknown
2133,unknown
2134,unknown
2135,unknown
2136,go
2137,no
2138,up
2139,unknown
2140,unknown
2141,unknown
2142,up
2143,silence
2144,unknown
2145,unknown
2146,unknown
2147,unknown
2148,up
2149,unknown
2150,yes
2151,yes
2152,off
2153,right
2154,right
2155,unknown
2156,unknown
2157,unknown
2158,stop
2159,silence
2160,unknown
2161,up
2162,right
2163,on
2164,unknown
2165,unknown
2166,unknown
2167,unknown
2168,unknown
2169,yes
2170,unknown
2171,unknown
2172,unknown
2173,unknown
2174,unknown
2175,unknown
2176,stop
2177,go
2178,up
2179,unknown
2180,silence
2181,off
2182,right
2183,unknown
2184,yes
2185,down
2186,down
2187,unknown
2188,unknown
2189,unknown
2190,unknown
2191,yes
2192,no
2193,left
2194,unknown
2195,unknown
2196,no
2197,unknown
2198,go
2199,down
2200,unknown
2201,unknown
2202,unknown
2203,unknown
2204,down
2205,up
2206,no
2207,unknown
2208,go
2209,unknown
2210,unknown
2211,unknown
2212,yes
2213,on
2214,stop
2215,unknown
2216,silence
2217,left
2218,unknown
2219,unknown
2220,unknown
2221,down
2222,no
2223,right
2224,unknown
2225,go
2226,left
2227,down
2228,unknown
2229,unknown
2230,unknown
2231,off
2232,right
2233,unknown
2234,off
2235,on
2236,unknown
2237,unknown
2238,unknown
2239,up
2240,unknown
2241,unknown
2242,unknown
2243,unknown
2244,unknown
2245,unknown
2246,unknown
2247,left
2248,unknown
2249,silence
2250,unknown
2251,silence
2252,on
2253,unknown
2254,yes
2255,silence
2256,unknown
2257,unknown
2258,left
2259,off
2260,on
2261,unknown
2262,unknown
2263,unknown
2264,unknown
2265,unknown
2266,unknown
2267,unknown
2268,unknown
2269,yes
2270,yes
2271,unknown
2272,unknown
2273,unknown
2274,silence
2275,unknown
2276,left
2277,silence
2278,unknown
2279,no
2280,unknown
2281,stop
2282,up
2283,right
2284,unknown
2285,unknown
2286,down
2287,unknown
2288,unknown
2289,unknown
2290,unknown
2291,unknown
2292,unknown
2293,unknown
2294,off
2295,unknown
2296,stop
2297,no
2298,unknown
2299,unknown
2300,unknown
2301,unknown
2302,unknown
2303,unknown
2304,unknown
2305,unknown
2306,unknown
2307,unknown
2308,unknown
2309,yes
2310,yes
2311,no
2312,silence
2313,off
2314,no
2315,left
2316,unknown
2317,stop
2318,unknown
2319,unknown
2320,unknown
2321,unknown
2322,unknown
2323,unknown
2324,unknown
2325,no
2326,unknown
2327,go
2328,unknown
2329,unknown
2330,unknown
2331,right
2332,unknown
2333,yes
2334,unknown
2335,unknown
2336,down
2337,unknown
2338,unknown
2339,unknown
2340,unknown
2341,unknown
2342,left
2343,unknown
2344,unknown
2345,no
2346,unknown
2347,unknown
2348,unknown
2349,silence
2350,stop
2351,go
2352,down
2353,unknown
2354,unknown
2355,no
2356,unknown
2357,unknown
2358,unknown
2359,unknown
2360,unknown
2361,unknown
